YEAR,MO,DY,T2M,T2MDEW,QV2M,RH2M,PRECTOTCORR,PS,WS10M
1990,2,28,18.64,11.37,8.48,65.12,1.64,99.68,3.23
1990,3,1,17.42,12.97,9.4,75.81,0.06,99.6,2.63
1990,3,2,19.48,13.47,9.77,70.06,7.07,99.17,4.06
1990,3,3,19.09,8.2,6.9,51.94,0.15,99.35,2.85
1990,3,4,17.91,6.91,6.29,51.81,0.05,99.54,2.62
1990,3,5,17.7,7.58,6.59,55.25,0.01,99.58,2.98
1990,3,6,18.08,5.99,5.92,48.62,0.0,99.74,2.8
1990,3,7,19.37,7.05,6.29,47.88,0.01,99.9,2.63
1990,3,8,19.26,8.23,6.84,52.19,0.03,99.89,2.39
1990,3,9,20.33,9.65,7.57,53.19,0.03,99.93,2.87
1990,3,10,20.6,10.29,7.87,54.31,0.58,100.05,2.88
1990,3,11,21.55,11.73,8.67,56.06,0.36,99.98,2.8
1990,3,12,21.1,11.22,8.42,57.06,0.78,99.79,2.95
1990,3,13,19.83,10.56,8.06,57.94,15.73,99.8,2.95
1990,3,14,20.29,12.48,9.09,63.94,1.17,99.91,2.97
1990,3,15,21.82,12.73,9.28,59.69,0.0,99.91,2.33
1990,3,16,23.33,12.87,9.34,54.75,0.0,99.96,2.24
1990,3,17,23.5,12.87,9.34,55.38,0.0,100.09,2.66
1990,3,18,23.47,11.91,8.79,52.25,0.0,99.98,2.84
1990,3,19,24.15,12.71,9.28,51.75,0.15,99.66,2.85
1990,3,20,24.62,12.44,9.09,49.81,0.01,99.4,2.92
1990,3,21,24.15,11.37,8.48,47.06,2.14,99.33,3.18
1990,3,22,23.81,15.7,11.35,62.19,7.43,99.3,3.09
1990,3,23,24.52,16.15,11.72,61.0,3.04,99.07,3.63
1990,3,24,23.46,15.19,10.93,61.19,0.36,99.31,4.14
1990,3,25,21.68,15.58,11.17,69.25,24.42,99.5,2.81
1990,3,26,21.24,13.09,9.52,62.62,2.72,99.48,2.88
1990,3,27,21.96,11.3,8.48,53.81,0.07,99.46,2.68
1990,3,28,21.51,12.21,8.97,57.56,2.01,99.64,3.2
1990,3,29,22.01,13.98,10.07,63.31,0.14,99.51,3.11
1990,3,30,22.8,15.1,10.86,63.75,2.87,99.34,3.81
1990,3,31,23.69,14.16,10.25,58.31,0.14,99.32,3.09
1990,4,1,24.13,15.12,10.93,59.44,5.95,99.22,3.32
1990,4,2,24.08,13.33,9.83,55.62,8.88,99.06,3.52
1990,4,3,23.04,13.65,9.89,58.19,7.69,99.44,3.35
1990,4,4,21.29,12.66,9.28,59.88,7.56,99.69,3.48
1990,4,5,21.58,14.03,10.07,65.19,2.1,99.63,3.06
1990,4,6,21.83,14.29,10.25,65.38,0.01,99.58,2.55
1990,4,7,23.09,14.28,10.25,60.81,0.0,99.48,2.94
1990,4,8,23.49,16.59,12.02,66.25,8.96,99.0,3.1
1990,4,9,23.31,17.41,12.76,70.62,34.18,98.58,4.02
1990,4,10,23.31,14.39,10.44,59.31,2.1,98.69,3.17
1990,4,11,23.51,14.77,10.68,60.69,1.44,99.08,3.38
1990,4,12,25.07,16.27,11.78,60.62,0.02,99.03,3.17
1990,4,13,26.22,17.44,12.7,60.56,0.06,98.84,3.38
1990,4,14,26.31,19.42,14.53,66.81,16.2,98.6,3.66
1990,4,15,25.83,15.73,11.41,56.0,0.2,98.7,3.86
1990,4,16,26.18,16.2,11.84,55.81,0.57,98.97,2.98
1990,4,17,27.02,17.61,12.82,58.12,0.35,99.0,3.23
1990,4,18,26.45,19.19,14.16,66.06,4.64,98.8,2.52
1990,4,19,26.03,20.96,15.81,75.06,31.12,98.62,3.48
1990,4,20,25.26,21.33,16.24,79.56,49.02,98.49,3.85
1990,4,21,25.21,19.1,14.16,70.06,20.18,98.77,3.44
1990,4,22,26.19,19.36,14.4,67.5,8.36,99.06,2.93
1990,4,23,26.52,20.33,15.26,70.0,0.53,99.11,2.84
1990,4,24,26.9,21.54,16.36,73.44,11.66,99.1,2.4
1990,4,25,27.33,20.69,15.5,68.69,4.45,99.2,2.36
1990,4,26,26.09,21.21,15.99,75.12,15.09,99.26,4.27
1990,4,27,25.5,19.17,14.22,69.25,1.04,99.29,3.55
1990,4,28,26.18,21.07,15.87,74.25,39.88,99.08,2.34
1990,4,29,24.15,20.77,15.56,81.94,60.2,99.27,3.06
1990,4,30,25.4,19.18,14.16,70.0,2.0,99.26,2.36
1990,5,1,24.33,19.46,14.34,75.44,3.69,99.24,1.95
1990,5,2,25.0,19.99,14.83,75.44,0.01,99.18,2.77
1990,5,3,26.4,20.33,15.2,71.06,0.13,99.03,2.62
1990,5,4,26.73,20.97,15.75,71.69,10.42,99.28,2.67
1990,5,5,27.39,19.78,14.65,64.75,0.1,99.21,2.06
1990,5,6,28.29,19.66,14.59,62.0,0.41,99.29,2.25
1990,5,7,27.75,20.19,15.01,65.31,0.13,99.27,2.5
1990,5,8,27.96,20.48,15.32,65.31,0.41,99.04,1.95
1990,5,9,24.36,21.07,15.93,82.19,2.84,99.05,3.43
1990,5,10,26.62,22.12,16.97,77.25,1.47,99.03,2.27
1990,5,11,27.9,22.81,17.64,74.75,0.24,99.07,2.27
1990,5,12,26.8,22.87,17.76,79.62,0.04,98.94,2.37
1990,5,13,28.1,22.81,17.7,74.12,7.84,98.72,2.8
1990,5,14,27.21,23.12,18.07,79.25,24.59,98.69,2.46
1990,5,15,27.1,22.73,17.64,78.56,10.19,98.58,5.05
1990,5,16,27.71,22.34,17.27,74.5,2.28,98.51,2.45
1990,5,17,28.02,21.62,16.48,70.19,0.18,98.63,2.92
1990,5,18,28.31,22.02,16.91,70.25,0.11,98.71,2.73
1990,5,19,28.98,23.35,18.37,72.81,0.05,98.55,2.86
1990,5,20,28.23,22.39,17.27,71.94,0.95,98.69,1.42
1990,5,21,27.65,22.93,17.88,76.56,2.44,98.62,2.2
1990,5,22,28.41,22.87,17.76,73.0,16.36,98.67,2.12
1990,5,23,28.22,22.3,17.15,72.25,1.42,98.86,2.7
1990,5,24,29.15,22.27,17.09,68.19,0.03,99.01,1.91
1990,5,25,28.84,22.67,17.52,70.88,1.02,98.98,1.58
1990,5,26,28.56,22.62,17.46,71.62,2.52,98.94,1.76
1990,5,27,28.79,23.08,18.01,72.5,7.14,98.69,2.3
1990,5,28,28.07,23.8,18.86,78.25,49.26,98.7,2.74
1990,5,29,28.58,23.11,18.13,73.44,0.05,98.71,1.82
1990,5,30,29.0,23.34,18.37,72.81,1.29,98.49,2.22
1990,5,31,29.19,24.17,19.35,75.38,4.42,98.37,1.77
1990,6,1,29.26,25.14,20.45,79.44,24.96,98.49,2.36
1990,6,2,29.29,24.97,20.26,78.5,14.89,98.35,3.33
1990,6,3,29.44,25.24,20.57,78.88,3.73,98.41,2.87
1990,6,4,28.48,24.26,19.41,79.0,4.08,98.57,2.44
1990,6,5,28.58,24.49,19.71,79.56,1.79,98.35,2.41
1990,6,6,29.27,24.83,20.08,78.19,2.91,98.3,4.81
1990,6,7,29.3,24.52,19.65,76.88,3.3,98.55,4.16
1990,6,8,29.12,24.79,19.96,78.69,17.8,98.67,3.7
1990,6,9,27.41,23.84,18.86,81.56,9.79,98.82,2.34
1990,6,10,28.26,23.64,18.68,77.0,21.82,98.63,2.33
1990,6,11,28.76,24.07,19.17,76.88,32.0,98.57,1.82
1990,6,12,29.16,24.16,19.29,76.0,0.09,98.51,1.55
1990,6,13,29.67,24.74,20.02,76.12,2.3,98.34,3.35
1990,6,14,28.98,25.19,20.51,80.62,0.39,98.47,3.16
1990,6,15,29.27,25.33,20.63,79.88,3.53,98.69,1.66
1990,6,16,29.75,25.52,20.94,78.88,1.17,98.45,2.56
1990,6,17,29.77,25.56,21.0,79.12,1.24,98.3,3.32
1990,6,18,29.23,25.59,21.06,81.69,2.79,98.31,2.63
1990,6,19,30.36,24.98,20.26,74.56,0.85,98.37,2.12
1990,6,20,27.88,25.43,20.81,86.88,8.08,98.54,2.4
1990,6,21,28.87,25.14,20.45,81.38,17.64,98.6,1.75
1990,6,22,27.62,24.98,20.26,86.25,11.08,98.43,1.95
1990,6,23,28.21,25.53,21.06,86.0,37.88,98.14,1.59
1990,6,24,29.13,25.13,20.51,80.44,8.94,98.14,3.09
1990,6,25,30.45,25.33,20.81,75.44,2.2,98.08,2.15
1990,6,26,30.15,25.45,20.87,77.25,0.04,98.24,4.11
1990,6,27,28.9,25.22,20.57,81.0,1.21,98.48,2.05
1990,6,28,28.68,24.94,20.2,80.75,4.0,98.53,1.84
1990,6,29,29.77,25.67,21.18,79.69,3.17,98.32,2.61
1990,6,30,28.44,25.4,20.81,84.0,1.31,98.26,1.85
1990,7,1,30.37,25.18,20.57,74.56,29.07,98.2,1.97
1990,7,2,30.06,25.69,21.18,78.25,34.44,98.29,2.29
1990,7,3,29.83,25.44,20.81,77.75,17.38,98.39,2.73
1990,7,4,29.62,25.42,20.81,79.31,3.69,98.52,1.21
1990,7,5,28.77,25.11,20.39,81.38,1.5,98.66,1.27
1990,7,6,29.63,25.2,20.51,78.25,18.2,98.7,1.45
1990,7,7,29.65,25.52,20.87,79.5,49.26,98.73,1.25
1990,7,8,27.94,25.8,21.24,88.5,76.26,98.63,1.72
1990,7,9,27.71,25.3,20.63,87.19,52.47,98.47,1.85
1990,7,10,29.68,25.46,20.87,79.12,70.96,98.4,1.2
1990,7,11,29.62,25.99,21.55,81.69,18.64,98.34,1.81
1990,7,12,28.76,26.05,21.61,85.81,9.87,98.37,2.78
1990,7,13,28.3,25.51,20.94,85.5,22.87,98.31,1.78
1990,7,14,28.78,25.67,21.12,84.25,13.64,98.53,2.8
1990,7,15,29.03,25.74,21.18,82.94,6.49,98.75,2.12
1990,7,16,28.55,25.5,20.87,84.19,2.11,98.67,3.36
1990,7,17,28.06,25.01,20.26,84.19,1.24,98.41,3.39
1990,7,18,27.4,24.98,20.26,87.0,3.15,98.33,1.62
1990,7,19,27.43,25.15,20.45,87.81,3.21,98.45,2.18
1990,7,20,28.52,25.17,20.51,82.94,11.08,98.36,1.99
1990,7,21,27.12,24.74,20.02,87.12,18.47,98.32,4.28
1990,7,22,28.2,25.52,21.0,85.88,11.76,98.45,4.63
1990,7,23,28.54,25.3,20.63,83.25,8.36,98.69,4.12
1990,7,24,28.58,25.23,20.51,82.75,6.75,98.68,2.29
1990,7,25,27.65,25.39,20.75,87.75,13.6,98.5,2.28
1990,7,26,28.11,25.57,21.06,86.69,8.78,98.27,2.51
1990,7,27,28.09,25.08,20.45,84.12,11.61,98.35,2.27
1990,7,28,27.82,25.27,20.63,86.5,8.59,98.54,2.88
1990,7,29,28.0,25.19,20.51,85.38,18.61,98.59,1.87
1990,7,30,28.78,25.3,20.63,82.25,26.31,98.52,1.33
1990,7,31,29.41,25.8,21.3,81.62,13.59,98.36,2.27
1990,8,1,27.5,25.14,20.45,87.31,15.46,98.58,2.95
1990,8,2,29.24,24.8,20.02,78.31,9.74,98.79,2.17
1990,8,3,28.97,24.91,20.08,79.75,17.69,98.94,1.69
1990,8,4,28.01,25.19,20.39,85.44,0.59,98.94,3.3
1990,8,5,28.72,25.43,20.69,83.31,0.31,98.92,2.16
1990,8,6,29.69,25.54,20.87,79.31,1.0,98.86,1.31
1990,8,7,28.23,25.26,20.51,84.56,2.32,98.92,1.37
1990,8,8,28.12,24.34,19.41,80.5,3.44,99.01,1.77
1990,8,9,28.42,25.21,20.45,83.44,3.35,99.04,2.7
1990,8,10,27.88,25.75,21.12,88.69,8.33,98.94,3.33
1990,8,11,28.13,25.3,20.57,85.44,2.82,98.74,3.27
1990,8,12,27.47,25.23,20.51,88.25,2.94,98.7,2.14
1990,8,13,28.36,24.57,19.71,80.81,1.65,98.73,1.62
1990,8,14,28.33,24.97,20.2,82.38,6.44,98.75,1.7
1990,8,15,29.37,25.07,20.32,78.56,1.14,98.83,1.34
1990,8,16,29.76,25.51,20.87,79.06,0.09,98.88,1.58
1990,8,17,28.61,25.65,21.0,84.56,12.47,98.83,2.14
1990,8,18,29.38,25.44,20.81,80.31,6.47,98.62,1.93
1990,8,19,30.25,25.44,20.81,76.44,0.1,98.53,1.8
1990,8,20,31.38,26.22,21.85,75.19,1.07,98.48,2.35
1990,8,21,28.33,25.93,21.42,87.06,1.03,98.75,2.28
1990,8,22,29.27,25.41,20.75,80.81,0.4,98.84,1.88
1990,8,23,28.58,25.83,21.24,85.75,1.39,98.83,3.48
1990,8,24,27.69,25.48,20.81,88.25,1.28,98.75,3.53
1990,8,25,27.51,25.7,21.12,90.12,2.5,98.62,2.4
1990,8,26,27.23,25.13,20.39,88.69,5.84,98.69,3.17
1990,8,27,28.45,25.04,20.26,82.44,0.18,98.81,3.3
1990,8,28,29.7,25.76,21.12,80.38,5.57,98.92,2.14
1990,8,29,30.75,25.2,20.45,73.81,1.19,98.93,1.45
1990,8,30,29.55,26.08,21.61,82.56,0.33,98.77,2.44
1990,8,31,29.98,26.11,21.67,80.81,0.17,98.69,1.37
1990,9,1,31.08,25.5,20.87,74.0,0.53,98.61,1.81
1990,9,2,30.01,24.93,20.2,75.12,0.68,98.65,1.75
1990,9,3,29.79,25.51,20.87,78.62,0.72,98.56,2.21
1990,9,4,27.26,24.89,20.08,87.19,1.01,98.79,1.52
1990,9,5,28.48,24.86,20.02,81.75,13.02,98.9,2.2
1990,9,6,27.69,24.69,19.78,84.56,5.25,99.06,2.7
1990,9,7,28.08,25.03,20.2,84.31,5.01,99.14,2.3
1990,9,8,27.76,25.3,20.51,87.0,1.17,99.0,2.7
1990,9,9,27.32,24.97,20.2,87.38,1.6,98.76,2.38
1990,9,10,28.54,25.13,20.39,82.5,6.8,98.77,1.31
1990,9,11,28.23,25.6,21.0,86.31,35.41,98.77,2.48
1990,9,12,28.51,25.4,20.69,84.19,8.89,98.73,1.73
1990,9,13,28.13,24.69,19.84,82.12,0.24,98.89,0.97
1990,9,14,28.51,24.77,19.9,80.94,0.35,99.11,1.87
1990,9,15,27.45,25.19,20.39,87.88,0.27,99.08,2.99
1990,9,16,27.37,25.02,20.2,87.5,2.08,98.94,3.12
1990,9,17,24.23,22.51,17.4,90.25,8.62,99.04,5.95
1990,9,18,24.51,21.43,16.24,83.81,10.29,99.12,4.95
1990,9,19,25.63,21.63,16.42,79.62,0.75,99.02,3.37
1990,9,20,26.79,23.02,17.88,80.81,0.05,99.05,2.71
1990,9,21,27.55,23.55,18.49,80.06,0.11,99.1,2.04
1990,9,22,27.45,23.88,18.86,81.62,1.55,99.12,2.41
1990,9,23,27.15,24.56,19.65,86.25,2.21,99.09,2.38
1990,9,24,26.91,24.51,19.53,87.25,21.39,99.27,2.24
1990,9,25,25.19,23.48,18.31,90.44,10.84,99.5,2.75
1990,9,26,25.36,23.56,18.43,90.12,30.59,99.39,1.9
1990,9,27,24.41,23.12,17.94,92.62,8.79,99.21,1.81
1990,9,28,25.94,23.76,18.68,88.19,13.99,99.09,2.64
1990,9,29,25.76,23.47,18.37,87.62,12.73,99.17,2.09
1990,9,30,25.19,22.91,17.76,87.75,8.79,99.33,2.68
1990,10,1,25.05,22.64,17.46,86.88,2.49,99.4,2.12
1990,10,2,25.51,22.58,17.4,84.44,7.1,99.35,1.74
1990,10,3,26.11,23.3,18.19,85.25,1.84,99.25,1.71
1990,10,4,25.45,23.55,18.43,89.56,1.64,99.27,2.37
1990,10,5,25.62,23.42,18.31,88.06,6.2,99.25,3.58
1990,10,6,26.22,23.3,18.19,84.56,1.1,99.12,3.3
1990,10,7,27.72,23.87,18.86,80.25,0.55,99.01,3.4
1990,10,8,25.23,23.78,18.68,91.81,12.34,99.32,4.2
1990,10,9,22.69,21.04,15.75,90.5,49.93,99.54,7.52
1990,10,10,22.34,20.58,15.32,89.81,26.28,99.58,6.59
1990,10,11,24.29,21.52,16.24,85.38,23.82,99.67,2.58
1990,10,12,24.39,20.58,15.32,80.75,0.28,99.62,1.78
1990,10,13,24.39,20.44,15.2,79.44,0.02,99.6,1.73
1990,10,14,24.92,20.55,15.26,77.56,0.01,99.63,1.75
1990,10,15,23.4,20.77,15.5,85.44,2.8,99.57,2.4
1990,10,16,23.83,20.2,15.01,81.0,5.04,99.41,1.72
1990,10,17,22.9,19.42,14.28,82.06,5.18,99.54,2.07
1990,10,18,22.98,19.51,14.34,82.06,0.0,99.62,3.05
1990,10,19,23.19,19.71,14.53,81.94,0.0,99.56,2.84
1990,10,20,23.52,19.91,14.77,81.06,0.0,99.42,2.95
1990,10,21,23.01,19.44,14.28,81.31,0.0,99.56,2.8
1990,10,22,22.77,19.44,14.28,82.69,0.0,99.68,2.53
1990,10,23,23.22,19.59,14.4,81.0,0.0,99.63,1.8
1990,10,24,22.73,19.75,14.53,84.19,0.0,99.68,2.12
1990,10,25,23.12,19.28,14.16,80.19,0.0,99.6,2.67
1990,10,26,23.3,19.26,14.16,79.25,0.0,99.59,2.15
1990,10,27,23.58,19.01,13.92,76.69,1.43,99.65,1.62
1990,10,28,22.9,18.4,13.37,76.69,0.52,99.78,1.52
1990,10,29,22.33,18.68,13.61,80.56,0.85,99.92,2.35
1990,10,30,22.48,18.19,13.18,77.88,0.0,99.78,2.79
1990,10,31,22.8,18.55,13.49,77.94,0.0,99.64,2.81
1990,11,1,22.97,18.65,13.61,77.62,0.0,99.64,3.01
1990,11,2,22.65,18.44,13.43,78.31,0.0,99.72,3.06
1990,11,3,22.38,18.03,13.18,77.88,0.0,99.59,3.19
1990,11,4,21.81,17.96,13.06,79.69,0.01,99.42,3.45
1990,11,5,22.33,18.51,13.55,79.75,0.1,99.28,2.73
1990,11,6,23.08,19.02,13.98,78.94,0.94,99.34,1.77
1990,11,7,22.28,18.04,13.12,77.94,0.06,99.22,2.06
1990,11,8,22.11,18.01,13.12,78.25,0.0,99.27,2.38
1990,11,9,21.84,16.65,12.08,73.62,0.0,99.56,3.24
1990,11,10,21.01,16.4,11.84,75.56,0.0,99.79,4.01
1990,11,11,21.17,17.4,12.51,80.25,0.0,99.77,3.57
1990,11,12,21.8,17.7,12.76,78.69,0.0,99.9,3.05
1990,11,13,22.58,18.01,13.06,76.31,0.0,100.0,2.79
1990,11,14,23.26,18.08,13.18,73.81,0.0,99.98,1.77
1990,11,15,21.76,17.21,12.45,76.5,0.0,99.85,2.83
1990,11,16,20.71,16.45,11.84,78.19,0.0,99.63,2.97
1990,11,17,20.92,15.71,11.29,73.25,0.0,99.68,2.63
1990,11,18,20.37,15.35,11.05,74.12,0.0,99.7,2.67
1990,11,19,19.75,14.97,10.74,75.12,0.0,99.88,2.79
1990,11,20,19.17,15.26,10.93,79.69,0.0,100.13,3.13
1990,11,21,19.73,14.65,10.5,74.12,0.0,100.21,3.17
1990,11,22,20.4,14.48,10.38,69.81,0.0,100.04,2.64
1990,11,23,20.55,15.98,11.47,76.06,0.0,100.07,2.91
1990,11,24,20.52,17.08,12.27,81.94,0.0,100.0,2.66
1990,11,25,20.12,16.15,11.54,79.0,0.0,100.0,2.45
1990,11,26,19.97,15.01,10.74,74.5,0.0,100.0,2.03
1990,11,27,19.56,14.66,10.5,74.5,0.0,99.92,2.2
1990,11,28,19.15,14.79,10.62,77.12,0.0,99.66,1.85
1990,11,29,18.72,15.07,10.8,80.75,0.0,99.53,2.02
1990,11,30,19.11,15.84,11.35,82.88,0.0,99.63,2.15
1990,12,1,18.83,14.21,10.19,75.81,0.0,99.7,1.76
1990,12,2,17.46,13.62,9.77,79.62,0.0,100.06,2.84
1990,12,3,17.62,14.16,10.13,81.56,0.0,100.42,3.4
1990,12,4,17.33,14.05,10.01,82.25,0.0,100.62,3.3
1990,12,5,17.63,13.83,9.89,79.25,0.0,100.49,3.08
1990,12,6,18.1,13.95,10.01,77.94,0.0,100.24,2.8
1990,12,7,17.95,13.37,9.64,76.12,0.0,100.23,2.38
1990,12,8,17.76,13.43,9.64,77.0,0.0,100.21,2.34
1990,12,9,17.32,13.57,9.77,80.25,0.0,100.1,2.9
1990,12,10,17.2,13.04,9.4,78.38,0.0,100.02,2.68
1990,12,11,17.12,12.24,8.91,75.0,0.0,100.16,2.44
1990,12,12,17.2,11.52,8.54,70.5,0.0,100.16,2.16
1990,12,13,16.48,11.07,8.3,71.88,0.0,99.95,2.47
1990,12,14,15.95,11.41,8.48,76.31,0.0,100.03,2.88
1990,12,15,16.62,11.89,8.73,75.19,0.0,100.08,3.11
1990,12,16,16.58,11.86,8.73,75.81,0.0,100.11,3.21
1990,12,17,16.81,11.64,8.61,73.5,0.0,100.02,3.46
1990,12,18,16.83,11.69,8.67,73.44,0.0,99.94,3.62
1990,12,19,17.09,11.05,8.3,69.12,0.0,99.88,1.86
1990,12,20,16.73,11.55,8.54,73.19,0.0,100.01,1.91
1990,12,21,16.11,11.69,8.61,76.88,0.0,99.93,2.07
1990,12,22,16.31,12.36,9.03,79.06,0.0,99.91,2.36
1990,12,23,17.05,12.73,9.22,77.5,0.0,99.98,1.98
1990,12,24,17.23,12.83,9.34,76.62,0.0,99.92,1.84
1990,12,25,16.38,13.03,9.4,81.88,0.0,99.99,2.06
1990,12,26,16.44,12.94,9.34,80.75,0.0,100.14,2.61
1990,12,27,16.34,12.4,9.03,79.12,0.0,100.1,2.21
1990,12,28,16.15,12.57,9.16,80.75,0.0,100.01,2.38
1990,12,29,16.12,12.87,9.28,82.0,0.0,100.01,2.27
1990,12,30,15.9,12.46,9.03,81.81,0.0,100.0,2.22
1990,12,31,15.69,11.83,8.73,79.75,0.0,99.83,2.43
1991,1,1,16.25,11.82,8.73,76.56,0.24,99.7,3.13
1991,1,2,14.63,12.16,8.91,85.56,0.12,99.83,2.67
1991,1,3,14.78,11.61,8.61,82.38,0.19,99.72,3.55
1991,1,4,14.49,11.15,8.3,81.38,0.03,100.0,1.95
1991,1,5,14.12,9.94,7.69,78.06,0.16,99.98,2.11
1991,1,6,13.7,8.99,7.2,75.5,0.0,99.96,2.84
1991,1,7,14.23,8.77,7.08,72.12,0.0,99.96,2.3
1991,1,8,14.17,8.54,6.96,71.12,0.0,99.96,2.2
1991,1,9,14.69,9.01,7.2,70.56,0.0,99.9,2.34
1991,1,10,15.15,10.41,7.93,75.38,0.0,99.91,2.69
1991,1,11,15.57,10.53,8.0,73.75,0.0,99.93,2.31
1991,1,12,15.0,9.8,7.63,73.12,0.0,99.97,2.52
1991,1,13,14.86,9.51,7.45,72.0,0.0,99.92,2.24
1991,1,14,14.68,9.76,7.63,74.0,0.01,100.05,2.95
1991,1,15,15.01,10.08,7.81,74.0,0.0,100.14,2.7
1991,1,16,15.14,9.15,7.26,69.38,0.0,100.27,2.23
1991,1,17,14.76,9.81,7.57,74.44,0.0,100.11,2.36
1991,1,18,15.24,8.97,7.2,68.19,0.0,100.02,1.96
1991,1,19,14.47,7.35,6.47,64.38,0.0,99.83,2.33
1991,1,20,12.83,5.99,5.86,65.38,0.0,99.95,2.73
1991,1,21,12.42,6.35,5.98,68.88,0.0,100.06,2.83
1991,1,22,13.08,6.48,6.04,66.69,0.0,100.02,2.59
1991,1,23,13.3,6.84,6.23,67.75,0.0,100.05,2.66
1991,1,24,13.94,6.91,6.23,65.06,0.0,99.93,2.63
1991,1,25,14.38,7.63,6.53,66.94,0.0,100.13,2.44
1991,1,26,14.9,7.94,6.71,66.62,0.0,100.07,3.16
1991,1,27,16.08,8.31,6.9,62.88,0.0,100.01,3.33
1991,1,28,16.59,8.3,6.9,60.75,0.0,99.79,3.06
1991,1,29,16.83,9.4,7.45,64.44,0.0,99.62,3.16
1991,1,30,17.54,9.86,7.69,63.12,0.0,99.74,2.3
1991,1,31,17.77,10.3,7.87,64.0,0.0,99.85,2.35
1991,2,1,17.67,10.12,7.81,63.62,0.0,99.64,2.83
1991,2,2,17.71,8.79,7.14,58.31,0.05,99.49,3.16
1991,2,3,17.44,8.06,6.84,56.31,0.52,99.76,3.05
1991,2,4,18.07,7.4,6.47,51.31,0.06,99.93,2.45
1991,2,5,16.6,8.74,7.08,62.0,0.0,100.07,2.45
1991,2,6,16.4,9.3,7.32,65.88,0.0,100.11,2.56
1991,2,7,16.41,8.74,7.08,63.44,0.0,99.88,2.66
1991,2,8,17.06,8.29,6.9,59.56,0.0,99.87,2.67
1991,2,9,17.61,8.19,6.84,56.88,0.0,99.95,2.73
1991,2,10,17.98,9.13,7.26,58.94,0.0,99.84,2.55
1991,2,11,17.76,10.06,7.75,64.0,0.01,99.54,2.62
1991,2,12,18.76,10.03,7.75,59.69,0.13,99.36,3.26
1991,2,13,18.66,9.38,7.45,57.25,0.0,99.5,3.19
1991,2,14,17.38,6.72,6.23,52.75,0.0,99.66,3.02
1991,2,15,16.78,5.93,5.86,52.56,0.0,99.71,3.09
1991,2,16,16.55,6.15,5.98,54.25,0.0,99.6,2.98
1991,2,17,16.58,5.8,5.8,53.5,0.0,99.7,3.16
1991,2,18,17.51,6.23,5.98,51.0,0.0,99.75,2.61
1991,2,19,18.12,8.03,6.77,54.62,0.0,99.79,2.65
1991,2,20,18.37,8.55,7.02,56.5,0.0,99.92,2.95
1991,2,21,18.61,7.4,6.47,52.19,0.0,99.96,2.78
1991,2,22,19.76,6.59,6.16,45.06,0.0,99.94,2.51
1991,2,23,20.08,7.64,6.59,47.81,0.0,100.02,2.98
1991,2,24,21.1,9.51,7.51,50.38,0.0,99.89,2.86
1991,2,25,21.84,10.5,8.0,51.31,0.0,99.89,3.04
1991,2,26,21.59,11.23,8.36,54.25,0.06,99.76,3.32
1991,2,27,20.71,11.96,8.79,59.75,0.73,99.89,3.41
1991,2,28,21.0,12.83,9.34,62.06,0.01,99.74,3.02
1991,3,1,21.61,13.4,9.7,61.62,0.34,99.69,2.67
1991,3,2,21.35,12.83,9.34,61.19,0.08,99.8,3.1
1991,3,3,20.69,9.34,7.39,51.5,0.0,99.87,3.16
1991,3,4,20.58,8.59,7.08,50.62,0.0,99.73,2.95
1991,3,5,21.15,8.76,7.14,48.81,0.0,99.6,3.16
1991,3,6,21.01,10.16,7.87,52.5,0.06,99.23,3.98
1991,3,7,20.43,8.38,6.96,49.75,0.0,99.41,3.73
1991,3,8,20.21,7.83,6.71,48.88,0.0,99.82,2.88
1991,3,9,20.44,8.05,6.84,49.0,0.0,99.61,2.95
1991,3,10,21.31,7.8,6.71,45.5,0.0,99.45,3.19
1991,3,11,22.57,8.36,6.96,43.44,0.0,99.38,3.14
1991,3,12,22.91,9.5,7.51,45.88,0.42,99.46,3.12
1991,3,13,23.18,8.94,7.2,43.38,0.0,99.57,3.46
1991,3,14,24.06,9.12,7.32,41.25,0.04,99.63,3.24
1991,3,15,25.08,11.13,8.42,44.44,0.0,99.52,3.1
1991,3,16,25.79,13.68,9.89,49.94,0.0,99.54,3.06
1991,3,17,25.55,11.78,8.73,45.94,0.0,99.67,3.14
1991,3,18,25.41,11.23,8.48,45.06,0.0,99.53,2.88
1991,3,19,25.2,9.97,7.81,42.12,0.0,99.26,2.87
1991,3,20,25.01,8.14,6.9,38.06,0.0,99.01,3.56
1991,3,21,25.4,8.4,7.02,38.31,0.45,99.13,3.41
1991,3,22,25.26,8.29,7.02,38.31,0.0,99.15,3.2
1991,3,23,24.4,9.0,7.32,41.5,0.14,99.11,3.19
1991,3,24,23.57,12.19,8.97,51.31,2.24,99.26,4.33
1991,3,25,22.45,12.48,9.16,56.94,0.2,99.21,2.88
1991,3,26,22.67,10.45,8.06,50.06,3.74,99.28,3.08
1991,3,27,23.55,8.92,7.2,42.81,0.0,99.46,3.22
1991,3,28,24.83,10.5,8.06,43.56,0.0,99.56,2.68
1991,3,29,26.18,11.85,8.79,44.06,0.2,99.46,2.97
1991,3,30,27.05,12.63,9.28,44.06,0.23,99.26,2.77
1991,3,31,28.03,13.69,9.95,43.31,0.01,99.14,2.63
1991,4,1,27.3,17.31,12.57,55.56,8.74,99.04,3.16
